source_file,raw_source_file,session_count,total_kwh,total_fees,avg_charge_hours,station_count,user_count,raw_min_year,fixed_min_year
nvv2t_md.csv,nvv2t.csv,3395,19723.69,401.52,2.841,105,85,14,2014
